Date,^TWII
2004-01-01,6041.53759765625
2004-01-02,6041.53759765625
2004-01-05,6125.3974609375
2004-01-06,6143.98681640625
2004-01-07,6141.2275390625
2004-01-08,6169.146484375
2004-01-09,6226.95654296875
2004-01-12,6219.6865234375
2004-01-13,6210.19677734375
2004-01-14,6274.9462890625
2004-01-15,6264.34619140625
2004-01-16,6269.68603515625
2004-01-19,6269.68603515625
2004-01-20,6269.68603515625
2004-01-21,6269.68603515625
2004-01-22,6269.68603515625
2004-01-23,6269.68603515625
2004-01-26,6269.68603515625
2004-01-27,6384.60546875
2004-01-28,6386.2255859375
2004-01-29,6312.6259765625
2004-01-30,6375.35546875
2004-02-02,6319.93603515625
2004-02-03,6252.2060546875
2004-02-04,6241.36669921875
2004-02-05,6268.1162109375
2004-02-06,6353.32568359375
2004-02-09,6463.0654296875
2004-02-10,6488.31494140625
2004-02-11,6454.36572265625
2004-02-12,6436.92578125
2004-02-13,6549.1552734375
2004-02-16,6565.34521484375
2004-02-17,6600.4453125
2004-02-18,6605.8251953125
2004-02-19,6681.49462890625
2004-02-20,6665.5146484375
2004-02-23,6665.86474609375
2004-02-24,6589.205078125
2004-02-25,6644.25439453125
2004-02-26,6693.22412109375
2004-02-27,6750.51416015625
2004-03-01,6888.404296875
2004-03-02,6975.23388671875
2004-03-03,6932.14404296875
2004-03-04,7034.07421875
2004-03-05,6943.654296875
2004-03-08,6901.4541015625
2004-03-09,6973.8740234375
2004-03-10,6874.88427734375
2004-03-11,6879.083984375
2004-03-12,6800.21435546875
2004-03-15,6635.95458984375
2004-03-16,6589.6953125
2004-03-17,6577.955078125
2004-03-18,6787.00390625
2004-03-19,6815.06396484375
2004-03-22,6359.8955078125
2004-03-23,6172.86669921875
2004-03-24,6213.53662109375
2004-03-25,6156.70654296875
2004-03-26,6132.59765625
2004-03-29,6474.08544921875
2004-03-30,6494.68505859375
2004-03-31,6522.1650390625
2004-04-01,6523.46533203125
2004-04-02,6545.51513671875
2004-04-05,6682.70458984375
2004-04-06,6635.5146484375
2004-04-07,6646.71484375
2004-04-08,6672.83447265625
2004-04-09,6620.33447265625
2004-04-12,6777.75390625
2004-04-13,6794.30419921875
2004-04-14,6880.154296875
2004-04-15,6736.76416015625
2004-04-16,6818.17431640625
2004-04-19,6779.154296875
2004-04-20,6799.9443359375
2004-04-21,6810.22412109375
2004-04-22,6732.06396484375
2004-04-23,6748.07421875
2004-04-26,6710.67431640625
2004-04-27,6646.7744140625
2004-04-28,6574.72509765625
2004-04-29,6402.185546875
2004-04-30,6117.78759765625
2004-05-03,6029.74755859375
2004-05-04,6188.12646484375
2004-05-05,5854.2080078125
2004-05-06,5909.76806640625
2004-05-07,6040.2373046875
2004-05-10,5825.02783203125
2004-05-11,5886.337890625
2004-05-12,5958.76806640625
2004-05-13,5918.06787109375
2004-05-14,5777.298828125
2004-05-17,5482.939453125
2004-05-18,5557.65966796875
2004-05-19,5860.55810546875
2004-05-20,5815.30859375
2004-05-21,5964.91796875
2004-05-24,5942.05810546875
2004-05-25,5958.35791015625
2004-05-26,6027.24755859375
2004-05-27,6033.02734375
2004-05-28,6137.2373046875
2004-05-31,5977.81787109375
2004-06-01,5986.17822265625
2004-06-02,5875.64794921875
2004-06-03,5671.42919921875
2004-06-04,5724.869140625
2004-06-07,5935.7978515625
2004-06-08,5986.7373046875
2004-06-09,5965.67822265625
2004-06-10,5867.48779296875
2004-06-11,5735.048828125
2004-06-14,5574.0595703125
2004-06-15,5646.46923828125
2004-06-16,5560.1396484375
2004-06-17,5664.3291015625
2004-06-18,5569.26953125
2004-06-21,5556.51953125
2004-06-22,5556.51953125
2004-06-23,5729.27880859375
2004-06-24,5779.06884765625
2004-06-25,5802.52880859375
2004-06-28,5709.81884765625
2004-06-29,5741.4990234375
2004-06-30,5839.41796875
2004-07-01,5836.88818359375
2004-07-02,5746.67919921875
2004-07-05,5659.7587890625
2004-07-06,5733.548828125
2004-07-07,5727.7587890625
2004-07-08,5713.369140625
2004-07-09,5777.69921875
2004-07-12,5758.71923828125
2004-07-13,5685.548828125
2004-07-14,5623.62890625
2004-07-15,5542.779296875
2004-07-16,5502.11962890625
2004-07-19,5489.07958984375
2004-07-20,5325.66064453125
2004-07-21,5409.109375
2004-07-22,5387.93994140625
2004-07-23,5373.830078125
2004-07-26,5331.6904296875
2004-07-27,5398.58935546875
2004-07-28,5383.5498046875
2004-07-29,5349.640625
2004-07-30,5420.54931640625
2004-08-02,5350.38037109375
2004-08-03,5367.2001953125
2004-08-04,5316.8505859375
2004-08-05,5427.58935546875
2004-08-06,5399.1396484375
2004-08-09,5399.4296875
2004-08-10,5393.70947265625
2004-08-11,5367.31982421875
2004-08-12,5368.0
2004-08-13,5389.90966796875
2004-08-16,5351.990234375
2004-08-17,5342.470703125
2004-08-18,5427.7294921875
2004-08-19,5602.96923828125
2004-08-20,5622.8388671875
2004-08-23,5660.94921875
2004-08-24,5660.94921875
2004-08-25,5660.94921875
2004-08-26,5813.36865234375
2004-08-27,5797.68896484375
2004-08-30,5788.9189453125
2004-08-31,5765.51904296875
2004-09-01,5858.1181640625
2004-09-02,5852.828125
2004-09-03,5761.119140625
2004-09-06,5775.96923828125
2004-09-07,5846.80810546875
2004-09-08,5845.998046875
2004-09-09,5842.908203125
2004-09-10,5846.16796875
2004-09-13,5928.1982421875
2004-09-14,5919.748046875
2004-09-15,5871.0478515625
2004-09-16,5891.02783203125
2004-09-17,5818.36865234375
2004-09-20,5864.51806640625
2004-09-21,5949.23779296875
2004-09-22,5970.158203125
2004-09-23,5937.22802734375
2004-09-24,5892.18798828125
2004-09-27,5849.1982421875
2004-09-28,5849.1982421875
2004-09-29,5809.728515625
2004-09-30,5845.66796875
2004-10-01,5945.328125
2004-10-04,6077.9375
2004-10-05,6080.9873046875
2004-10-06,6060.58740234375
2004-10-07,6102.9775390625
2004-10-08,6102.1376953125
2004-10-11,6089.25732421875
2004-10-12,5979.5380859375
2004-10-13,5963.0478515625
2004-10-14,5831.0478515625
2004-10-15,5820.7978515625
2004-10-18,5772.09912109375
2004-10-19,5807.7685546875
2004-10-20,5788.31884765625
2004-10-21,5797.21923828125
2004-10-22,5774.64892578125
2004-10-25,5774.64892578125
2004-10-26,5662.85888671875
2004-10-27,5650.94921875
2004-10-28,5695.5390625
2004-10-29,5705.9091796875
2004-11-01,5656.14892578125
2004-11-02,5759.5888671875
2004-11-03,5862.828125
2004-11-04,5860.7080078125
2004-11-05,5931.2880859375
2004-11-08,5937.43798828125
2004-11-09,5945.17822265625
2004-11-10,5948.46826171875
2004-11-11,5874.498046875
2004-11-12,5917.13818359375
2004-11-15,5906.66796875
2004-11-16,5910.828125
2004-11-17,6028.65771484375
2004-11-18,6049.4677734375
2004-11-19,6026.52734375
2004-11-22,5838.39794921875
2004-11-23,5851.078125
2004-11-24,5911.2880859375
2004-11-25,5855.21826171875
2004-11-26,5778.62890625
2004-11-29,5785.23876953125
2004-11-30,5844.73779296875
2004-12-01,5798.59912109375
2004-12-02,5867.92822265625
2004-12-03,5893.248046875
2004-12-06,5919.14794921875
2004-12-07,5925.2578125
2004-12-08,5892.48779296875
2004-12-09,5913.9482421875
2004-12-10,5911.60791015625
2004-12-13,5878.8681640625
2004-12-14,5909.6279296875
2004-12-15,6002.5576171875
2004-12-16,6019.20751953125
2004-12-17,6009.29736328125
2004-12-20,5985.91796875
2004-12-21,5987.82763671875
2004-12-22,6001.49755859375
2004-12-23,5997.6474609375
2004-12-24,6019.3974609375
2004-12-27,5985.91796875
2004-12-28,6000.54736328125
2004-12-29,6088.4677734375
2004-12-30,6100.83740234375
2004-12-31,6139.66748046875
2005-01-03,6143.09765625
2005-01-04,6060.4375
2005-01-05,5988.34765625
2005-01-06,5982.09814453125
2005-01-07,5935.96826171875
2005-01-10,5942.828125
2005-01-11,5975.63818359375
2005-01-12,5879.05810546875
2005-01-13,5853.91796875
2005-01-14,5889.498046875
2005-01-17,5945.248046875
2005-01-18,5933.5478515625
2005-01-19,5895.328125
2005-01-20,5888.078125
2005-01-21,5848.88818359375
2005-01-24,5771.458984375
2005-01-25,5782.72900390625
2005-01-26,5835.34814453125
2005-01-27,5842.73779296875
2005-01-28,5879.908203125
2005-01-31,5994.20751953125
2005-02-01,5981.51806640625
2005-02-02,6018.66748046875
2005-02-03,6034.57763671875
2005-02-04,6034.57763671875
2005-02-07,6034.57763671875
2005-02-08,6034.57763671875
2005-02-09,6034.57763671875
2005-02-10,6034.57763671875
2005-02-11,6034.57763671875
2005-02-14,6112.37744140625
2005-02-15,6122.36767578125
2005-02-16,6143.4677734375
2005-02-17,6072.1376953125
2005-02-18,6115.40771484375
2005-02-21,6142.75732421875
2005-02-22,6107.1474609375
2005-02-23,6121.49755859375
2005-02-24,6128.3173828125
2005-02-25,6207.806640625
2005-02-28,6207.806640625
2005-03-01,6259.666015625
2005-03-02,6225.2265625
2005-03-03,6202.3564453125
2005-03-04,6193.5966796875
2005-03-07,6220.49658203125
2005-03-08,6173.31640625
2005-03-09,6213.25634765625
2005-03-10,6192.50634765625
2005-03-11,6204.20654296875
2005-03-14,6155.486328125
2005-03-15,6063.45751953125
2005-03-16,6072.33740234375
2005-03-17,6032.44775390625
2005-03-18,6043.927734375
2005-03-21,6058.9375
2005-03-22,6018.767578125
2005-03-23,6019.4677734375
2005-03-24,6000.9775390625
2005-03-25,6065.8876953125
2005-03-28,6048.7177734375
2005-03-29,5961.21826171875
2005-03-30,5957.9580078125
2005-03-31,6005.857421875
2005-04-01,6028.7275390625
2005-04-04,6019.90771484375
2005-04-05,6019.90771484375
2005-04-06,6013.4677734375
2005-04-07,5971.73779296875
2005-04-08,6024.04736328125
2005-04-11,5979.39794921875
2005-04-12,5993.86767578125
2005-04-13,5998.0576171875
2005-04-14,5976.658203125
2005-04-15,5888.34814453125
2005-04-18,5715.13916015625
2005-04-19,5748.3291015625
2005-04-20,5692.98876953125
2005-04-21,5721.96923828125
2005-04-22,5747.06884765625
2005-04-25,5758.2890625
2005-04-26,5805.228515625
2005-04-27,5778.2490234375
2005-04-28,5842.248046875
2005-04-29,5818.04833984375
2005-05-02,5818.04833984375
2005-05-03,5818.19873046875
2005-05-04,5803.65869140625
2005-05-05,5927.47802734375
2005-05-06,5967.93798828125
2005-05-09,5966.828125
2005-05-10,5949.77783203125
2005-05-11,5917.10791015625
2005-05-12,5934.578125
2005-05-13,5981.4580078125
2005-05-16,5925.85791015625
2005-05-17,5893.98779296875
2005-05-18,5890.80810546875
2005-05-19,5970.68798828125
2005-05-20,5954.66796875
2005-05-23,5885.42822265625
2005-05-24,5909.078125
2005-05-25,5888.5078125
2005-05-26,5939.39794921875
2005-05-27,5991.52734375
2005-05-30,6009.49755859375
2005-05-31,6011.53759765625
2005-06-01,5971.59814453125
2005-06-02,6039.45751953125
2005-06-03,6107.927734375
2005-06-06,6137.54736328125
2005-06-07,6105.767578125
2005-06-08,6161.63671875
2005-06-09,6145.896484375
2005-06-10,6192.32666015625
2005-06-13,6231.0263671875
2005-06-14,6205.736328125
2005-06-15,6252.076171875
2005-06-16,6282.38623046875
2005-06-17,6293.5361328125
2005-06-20,6296.8662109375
2005-06-21,6278.43603515625
2005-06-22,6357.8056640625
2005-06-23,6373.83544921875
2005-06-24,6340.66552734375
2005-06-27,6302.96630859375
2005-06-28,6316.81591796875
2005-06-29,6231.62646484375
2005-06-30,6241.91650390625
2005-07-01,6272.1162109375
2005-07-04,6271.17626953125
2005-07-05,6232.0166015625
2005-07-06,6222.0263671875
2005-07-07,6212.57666015625
2005-07-08,6201.37646484375
2005-07-11,6298.8359375
2005-07-12,6358.78564453125
2005-07-13,6377.0654296875
2005-07-14,6418.32568359375
2005-07-15,6410.5654296875
2005-07-18,6410.5654296875
2005-07-19,6416.3154296875
2005-07-20,6423.78564453125
2005-07-21,6394.00537109375
2005-07-22,6380.70556640625
2005-07-25,6420.42578125
2005-07-26,6366.1357421875
2005-07-27,6327.22607421875
2005-07-28,6375.61572265625
2005-07-29,6311.9560546875
2005-08-01,6307.90625
2005-08-02,6343.515625
2005-08-03,6455.54541015625
2005-08-04,6445.9853515625
2005-08-05,6445.9853515625
2005-08-08,6380.00537109375
2005-08-09,6379.9755859375
2005-08-10,6356.8154296875
2005-08-11,6353.685546875
2005-08-12,6350.87548828125
2005-08-15,6245.1064453125
2005-08-16,6242.37646484375
2005-08-17,6241.896484375
2005-08-18,6205.06640625
2005-08-19,6158.91650390625
2005-08-22,6206.62646484375
2005-08-23,6195.15673828125
2005-08-24,6127.2177734375
2005-08-25,6109.6376953125
2005-08-26,6136.52734375
2005-08-29,6049.41748046875
2005-08-30,6032.09765625
2005-08-31,6033.44775390625
2005-09-01,6033.44775390625
2005-09-02,6116.02734375
2005-09-05,6098.75732421875
2005-09-06,6140.11767578125
2005-09-07,6141.11767578125
2005-09-08,6149.8564453125
2005-09-09,6119.03759765625
2005-09-12,6164.95654296875
2005-09-13,6169.056640625
2005-09-14,6148.6767578125
2005-09-15,6082.53759765625
2005-09-16,6031.2177734375
2005-09-19,6035.5673828125
2005-09-20,6105.32763671875
2005-09-21,6067.3173828125
2005-09-22,5972.0380859375
2005-09-23,5925.51806640625
2005-09-26,5930.17822265625
2005-09-27,5945.02783203125
2005-09-28,5931.35791015625
2005-09-29,6009.9677734375
2005-09-30,6118.58740234375
2005-10-03,6123.8974609375
2005-10-04,6142.09765625
2005-10-05,6134.9873046875
2005-10-06,6095.78759765625
2005-10-07,6081.8173828125
2005-10-10,6081.8173828125
2005-10-11,6066.5673828125
2005-10-12,5987.37744140625
2005-10-13,5960.087890625
2005-10-14,5969.0478515625
2005-10-17,5826.248046875
2005-10-18,5830.76806640625
2005-10-19,5694.13916015625
2005-10-20,5747.97900390625
2005-10-21,5738.73876953125
2005-10-24,5717.2587890625
2005-10-25,5721.2890625
2005-10-26,5700.69921875
2005-10-27,5661.1591796875
2005-10-28,5632.94921875
2005-10-31,5764.27880859375
2005-11-01,5798.38916015625
2005-11-02,5870.34814453125
2005-11-03,5857.98779296875
2005-11-04,5911.71826171875
2005-11-07,5860.3681640625
2005-11-08,5849.60791015625
2005-11-09,5971.0380859375
2005-11-10,5988.34765625
2005-11-11,6075.2373046875
2005-11-14,6083.59765625
2005-11-15,6030.7177734375
2005-11-16,6046.177734375
2005-11-17,6020.91748046875
2005-11-18,6106.7177734375
2005-11-21,6103.3974609375
2005-11-22,6059.16748046875
2005-11-23,6123.49755859375
2005-11-24,6111.86767578125
2005-11-25,6128.177734375
2005-11-28,6203.81640625
2005-11-29,6139.4873046875
2005-11-30,6203.44677734375
2005-12-01,6179.79638671875
2005-12-02,6228.9267578125
2005-12-05,6348.28564453125
2005-12-06,6350.49560546875
2005-12-07,6329.49609375
2005-12-08,6249.16650390625
2005-12-09,6264.3359375
2005-12-12,6266.26611328125
2005-12-13,6261.15625
2005-12-14,6235.32666015625
2005-12-15,6258.4462890625
2005-12-16,6350.66552734375
2005-12-19,6431.3955078125
2005-12-20,6427.8154296875
2005-12-21,6471.86572265625
2005-12-22,6417.17578125
2005-12-23,6512.60498046875
2005-12-26,6534.7451171875
2005-12-27,6531.56494140625
2005-12-28,6524.375
2005-12-29,6575.5048828125
2005-12-30,6548.31494140625
2006-01-02,6462.03564453125
2006-01-03,6591.7451171875
2006-01-04,6616.4150390625
2006-01-05,6709.84423828125
2006-01-06,6694.7939453125
2006-01-09,6742.3642578125
2006-01-10,6707.3740234375
2006-01-11,6735.8642578125
2006-01-12,6725.583984375
2006-01-13,6682.32470703125
2006-01-16,6724.154296875
2006-01-17,6711.01416015625
2006-01-18,6498.89501953125
2006-01-19,6512.26513671875
2006-01-20,6486.60498046875
2006-01-23,6381.94580078125
2006-01-24,6451.91552734375
2006-01-25,6532.1552734375
2006-02-03,6594.5751953125
2006-02-06,6719.93408203125
2006-02-07,6720.05419921875
2006-02-08,6624.08447265625
2006-02-09,6630.1044921875
2006-02-10,6594.89501953125
2006-02-13,6562.26513671875
2006-02-14,6612.9453125
2006-02-15,6598.46533203125
2006-02-16,6683.904296875
2006-02-17,6673.724609375
2006-02-20,6686.52392578125
2006-02-21,6631.484375
2006-02-22,6530.67529296875
2006-02-23,6474.66552734375
2006-02-24,6538.1953125
2006-02-27,6561.60498046875
2006-03-01,6613.365234375
2006-03-02,6642.9345703125
2006-03-03,6553.63525390625
2006-03-06,6575.7548828125
2006-03-07,6494.125
2006-03-08,6459.54541015625
2006-03-09,6486.4453125
2006-03-10,6490.6552734375
2006-03-13,6544.60498046875
2006-03-14,6459.9853515625
2006-03-15,6518.67529296875
2006-03-16,6504.955078125
2006-03-17,6528.544921875
2006-03-20,6516.4951171875
2006-03-21,6458.00537109375
2006-03-22,6391.2353515625
2006-03-23,6364.57568359375
2006-03-24,6376.595703125
2006-03-27,6421.82568359375
2006-03-28,6453.82568359375
2006-03-29,6498.0048828125
2006-03-30,6546.03515625
2006-03-31,6613.9453125
2006-04-03,6660.734375
2006-04-04,6665.57470703125
2006-04-06,6760.7939453125
2006-04-07,6781.9140625
2006-04-10,6780.6142578125
2006-04-11,6757.14404296875
2006-04-12,6808.47412109375
2006-04-13,6855.71435546875
2006-04-14,6952.51416015625
2006-04-17,7000.06396484375
2006-04-18,6989.43408203125
2006-04-19,7038.75390625
2006-04-20,7102.7138671875
2006-04-21,7093.0234375
2006-04-24,7096.013671875
2006-04-25,7059.9140625
2006-04-26,7168.95263671875
2006-04-27,7136.18310546875
2006-04-28,7171.74267578125
2006-05-02,7199.57275390625
2006-05-03,7242.3427734375
2006-05-04,7345.01220703125
2006-05-05,7370.412109375
2006-05-08,7474.02197265625
2006-05-09,7388.912109375
2006-05-10,7324.68212890625
2006-05-11,7361.42236328125
2006-05-12,7278.93212890625
2006-05-15,7176.32275390625
2006-05-16,7069.8740234375
2006-05-17,7116.80322265625
2006-05-18,7034.00390625
2006-05-19,7074.1240234375
2006-05-22,6938.23388671875
2006-05-23,6843.9541015625
2006-05-24,6876.98388671875
2006-05-25,6861.6240234375
2006-05-26,6879.48388671875
2006-05-29,6878.85400390625
2006-05-30,6846.92431640625
2006-06-01,6872.81396484375
2006-06-02,6959.6142578125
2006-06-05,6715.244140625
2006-06-06,6730.244140625
2006-06-07,6612.71533203125
2006-06-08,6331.78564453125
2006-06-09,6444.60546875
2006-06-12,6442.87548828125
2006-06-13,6337.185546875
2006-06-14,6468.9853515625
2006-06-15,6426.36572265625
2006-06-16,6575.7451171875
2006-06-19,6583.01513671875
2006-06-20,6363.525390625
2006-06-21,6299.56591796875
2006-06-22,6485.12548828125
2006-06-23,6452.28564453125
2006-06-26,6523.6552734375
2006-06-27,6572.365234375
2006-06-28,6540.9052734375
2006-06-29,6607.365234375
2006-06-30,6704.38427734375
2006-07-03,6718.47412109375
2006-07-04,6734.48388671875
2006-07-05,6659.9345703125
2006-07-06,6659.04443359375
2006-07-07,6660.58447265625
2006-07-10,6682.4345703125
2006-07-11,6639.1044921875
2006-07-12,6634.064453125
2006-07-13,6567.5751953125
2006-07-14,6428.00537109375
2006-07-17,6257.77587890625
2006-07-18,6285.2861328125
2006-07-19,6277.21630859375
2006-07-20,6443.7158203125
2006-07-21,6419.9853515625
2006-07-24,6359.60546875
2006-07-25,6390.9658203125
2006-07-26,6376.36572265625
2006-07-27,6459.2255859375
2006-07-28,6480.04541015625
2006-07-31,6454.5556640625
2006-08-01,6441.435546875
2006-08-02,6471.3955078125
2006-08-03,6462.29541015625
2006-08-04,6442.58544921875
2006-08-07,6416.58544921875
2006-08-08,6502.115234375
2006-08-09,6573.1953125
2006-08-10,6578.5849609375
2006-08-11,6571.0751953125
2006-08-14,6611.875
2006-08-15,6615.10498046875
2006-08-16,6696.60400390625
2006-08-17,6733.43408203125
2006-08-18,6721.05419921875
2006-08-21,6505.89501953125
2006-08-22,6590.17529296875
2006-08-23,6556.30517578125
